genia tagger: 2723['hnscc', [298, 303]]
['i', [13193, 13194]]
['i', [13242, 13243]]
['i', [13274, 13275]]
['i', [13275, 13276]]
['i', [13281, 13282]]
['i', [13294, 13295]]
['i', [13306, 13307]]
['i', [13373, 13374]]
['i', [13378, 13379]]
['i', [13390, 13391]]
['i', [13402, 13403]]
['i', [13404, 13405]]
['i', [13412, 13413]]
['i', [13428, 13429]]
['i', [13465, 13466]]
['i', [13476, 13477]]
['i', [13477, 13478]]
['i', [13488, 13489]]
['i', [13498, 13499]]
['i', [13503, 13504]]
['i', [13520, 13521]]
['i', [13535, 13536]]
['i', [13552, 13553]]
['i', [13564, 13565]]
['i', [13580, 13581]]
['i', [13582, 13583]]
['i', [13603, 13604]]
['i', [13605, 13606]]
['i', [13607, 13608]]
['i', [13624, 13625]]
['i', [13630, 13631]]
['i', [13643, 13644]]
['i', [13657, 13658]]
['i', [13662, 13663]]
['i', [13671, 13672]]
['i', [13672, 13673]]
['i', [13673, 13674]]
['i', [13677, 13678]]
['i', [13685, 13686]]
['i', [13711, 13712]]
['i', [13717, 13718]]
['i', [13724, 13725]]
['i', [13766, 13767]]
['i', [13768, 13769]]
['i', [13810, 13811]]
['i', [13819, 13820]]
['i', [13865, 13866]]
['i', [13868, 13869]]
['i', [13888, 13889]]
['i', [13890, 13891]]
['i', [13892, 13893]]
['i', [13906, 13907]]
['i', [13909, 13910]]
['i', [13932, 13933]]
['i', [13978, 13979]]
['i', [13980, 13981]]
['i', [13993, 13994]]
['i', [14022, 14023]]
['i', [14052, 14053]]
['i', [14083, 14084]]
['i', [14085, 14086]]
['i', [14089, 14090]]
['i', [14099, 14100]]
['i', [14162, 14163]]
['i', [14215, 14216]]
['i', [14230, 14231]]
['i', [14243, 14244]]
['i', [14249, 14250]]
['i', [14262, 14263]]
['i', [14271, 14272]]
['i', [14280, 14281]]
['i', [14295, 14296]]
['i', [14297, 14298]]
['i', [14303, 14304]]
['i', [14317, 14318]]
['i', [14323, 14324]]
['i', [14358, 14359]]
['i', [14360, 14361]]
['i', [14366, 14367]]
['i', [14373, 14374]]
['i', [14386, 14387]]
['i', [14389, 14390]]
['i', [14409, 14410]]
['i', [14415, 14416]]
['i', [14418, 14419]]
['i', [14436, 14437]]
['i', [14464, 14465]]
['i', [14468, 14469]]
['i', [14479, 14480]]
['i', [14483, 14484]]
['i', [14492, 14493]]
['i', [14503, 14504]]
['i', [14510, 14511]]
['i', [14512, 14513]]
['i', [14520, 14521]]
['i', [14524, 14525]]
['i', [14528, 14529]]
['i', [14536, 14537]]
['i', [14551, 14552]]
['i', [14553, 14554]]
['i', [14556, 14557]]
['i', [14567, 14568]]
['i', [14610, 14611]]
['i', [14616, 14617]]
['i', [14622, 14623]]
['i', [14629, 14630]]
['i', [14686, 14687]]
['i', [14715, 14716]]
['i', [14720, 14721]]
['i', [14728, 14729]]
['i', [14784, 14785]]
['i', [14786, 14787]]
['i', [14789, 14790]]
['i', [14801, 14802]]
['i', [14812, 14813]]
['i', [14831, 14832]]
['i', [14848, 14849]]
['i', [14854, 14855]]
['i', [14856, 14857]]
['i', [14864, 14865]]
['i', [14885, 14886]]
['i', [14889, 14890]]
['i', [14899, 14900]]
['i', [14902, 14903]]
['i', [14907, 14908]]
['i', [14915, 14916]]
['i', [14929, 14930]]
['i', [14932, 14933]]
['i', [14958, 14959]]
['i', [14981, 14982]]
['i', [14991, 14992]]
['i', [15009, 15010]]
['i', [15071, 15072]]
['i', [15074, 15075]]
['i', [15095, 15096]]
['i', [15120, 15121]]
['i', [15129, 15130]]
['i', [15163, 15164]]
['i', [15184, 15185]]
['i', [15196, 15197]]
['i', [15280, 15281]]
['i', [15281, 15282]]
['i', [15287, 15288]]
['i', [15300, 15301]]
['i', [15356, 15357]]
['i', [15371, 15372]]
['i', [15381, 15382]]
['i', [15420, 15421]]
['i', [15441, 15442]]
['i', [15462, 15463]]
['i', [15464, 15465]]
['i', [15488, 15489]]
['i', [15490, 15491]]
['i', [15514, 15515]]
['i', [15558, 15559]]
['i', [15560, 15561]]
['i', [15571, 15572]]
['i', [15611, 15612]]
['i', [15614, 15615]]
['i', [15635, 15636]]
['i', [15637, 15638]]
['i', [15644, 15645]]
['i', [15666, 15667]]
['i', [15696, 15697]]
['i', [15699, 15700]]
['i', [15722, 15723]]
['i', [15742, 15743]]
['i', [15745, 15746]]
['i', [15747, 15748]]
['i', [15766, 15767]]
['i', [15775, 15776]]
['i', [15788, 15789]]
['i', [15805, 15806]]
['i', [15807, 15808]]
['i', [15817, 15818]]
['i', [15905, 15906]]
['i', [15923, 15924]]
['i', [15956, 15957]]
['i', [16005, 16006]]
['i', [16031, 16032]]
['i', [16048, 16049]]
['i', [16050, 16051]]
['i', [16052, 16053]]
['i', [16057, 16058]]
['i', [16064, 16065]]
['i', [16083, 16084]]
['i', [16088, 16089]]
['i', [16093, 16094]]
['i', [16110, 16111]]
['i', [16119, 16120]]
['i', [16128, 16129]]
['i', [16164, 16165]]
['i', [16192, 16193]]
['i', [16206, 16207]]
['i', [16230, 16231]]
['i', [16236, 16237]]
['i', [16250, 16251]]
['i', [16256, 16257]]
['i', [16263, 16264]]
['i', [16265, 16266]]
['i', [16267, 16268]]
['i', [16303, 16304]]
['i', [16308, 16309]]
['i', [16332, 16333]]
['i', [16349, 16350]]
['i', [16384, 16385]]
['i', [16386, 16387]]
['i', [16417, 16418]]
['i', [16438, 16439]]
['i', [16474, 16475]]
['i', [16485, 16486]]
['i', [16487, 16488]]
['i', [16507, 16508]]
['i', [16543, 16544]]
['i', [16555, 16556]]
['i', [16559, 16560]]
['i', [16582, 16583]]
['i', [16589, 16590]]
['i', [16613, 16614]]
['i', [16617, 16618]]
['i', [16634, 16635]]
['i', [16685, 16686]]
['i', [16696, 16697]]
['i', [16698, 16699]]
['i', [16702, 16703]]
['i', [16717, 16718]]
['i', [16749, 16750]]
['i', [16760, 16761]]
['i', [16762, 16763]]
['i', [16766, 16767]]
['i', [16781, 16782]]
['i', [16793, 16794]]
['i', [16825, 16826]]
['i', [16831, 16832]]
['i', [16835, 16836]]
['i', [16858, 16859]]
['i', [16874, 16875]]
['i', [16931, 16932]]
['i', [16945, 16946]]
['i', [16972, 16973]]
['i', [16995, 16996]]
['i', [16998, 16999]]
['i', [17012, 17013]]
['i', [17029, 17030]]
['i', [17043, 17044]]
['i', [17048, 17049]]
['i', [17057, 17058]]
['i', [17065, 17066]]
['i', [17082, 17083]]
['i', [17090, 17091]]
['i', [17115, 17116]]
['i', [17122, 17123]]
['i', [17151, 17152]]
['i', [17153, 17154]]
['i', [17155, 17156]]
['i', [17169, 17170]]
['i', [17222, 17223]]
['i', [17232, 17233]]
['i', [17281, 17282]]
['i', [17313, 17314]]
['i', [17314, 17315]]
['i', [17320, 17321]]
['i', [17333, 17334]]
['i', [17345, 17346]]
['i', [17412, 17413]]
['i', [17417, 17418]]
['i', [17429, 17430]]
['i', [17441, 17442]]
['i', [17443, 17444]]
['i', [17451, 17452]]
['i', [17467, 17468]]
['i', [17504, 17505]]
['i', [17515, 17516]]
['i', [17516, 17517]]
['i', [17527, 17528]]
['i', [17537, 17538]]
['i', [17542, 17543]]
['i', [17559, 17560]]
['i', [17574, 17575]]
['i', [17591, 17592]]
['i', [17603, 17604]]
['i', [17619, 17620]]
['i', [17621, 17622]]
['i', [17642, 17643]]
['i', [17644, 17645]]
['i', [17646, 17647]]
['i', [17663, 17664]]
['i', [17669, 17670]]
['i', [17682, 17683]]
['i', [17696, 17697]]
['i', [17701, 17702]]
['i', [17710, 17711]]
['i', [17711, 17712]]
['i', [17712, 17713]]
['i', [17716, 17717]]
['i', [17724, 17725]]
['i', [17750, 17751]]
['i', [17756, 17757]]
['i', [17763, 17764]]
['i', [17805, 17806]]
['i', [17807, 17808]]
['i', [17849, 17850]]
['i', [17858, 17859]]
['i', [17904, 17905]]
['i', [17907, 17908]]
['i', [17927, 17928]]
['i', [17929, 17930]]
['i', [17931, 17932]]
['i', [17945, 17946]]
['i', [17948, 17949]]
['i', [17971, 17972]]
['i', [18017, 18018]]
['i', [18019, 18020]]
['i', [18032, 18033]]
['i', [18061, 18062]]
['i', [18091, 18092]]
['i', [18122, 18123]]
['i', [18124, 18125]]
['i', [18128, 18129]]
['i', [18138, 18139]]
['i', [18201, 18202]]
['i', [18254, 18255]]
['i', [18269, 18270]]
['i', [18282, 18283]]
['i', [18288, 18289]]
['i', [18301, 18302]]
['i', [18310, 18311]]
['i', [18319, 18320]]
['i', [18334, 18335]]
['i', [18336, 18337]]
['i', [18342, 18343]]
['i', [18356, 18357]]
['i', [18362, 18363]]
['i', [18397, 18398]]
['i', [18399, 18400]]
['i', [18405, 18406]]
['i', [18412, 18413]]
['i', [18425, 18426]]
['i', [18428, 18429]]
['i', [18448, 18449]]
['i', [18454, 18455]]
['i', [18457, 18458]]
['i', [18475, 18476]]
['i', [18503, 18504]]
['i', [18507, 18508]]
['i', [18518, 18519]]
['i', [18522, 18523]]
['i', [18531, 18532]]
['i', [18542, 18543]]
['i', [18549, 18550]]
['i', [18551, 18552]]
['i', [18559, 18560]]
['i', [18563, 18564]]
['i', [18567, 18568]]
['i', [18575, 18576]]
['i', [18590, 18591]]
['i', [18592, 18593]]
['i', [18595, 18596]]
['i', [18606, 18607]]
['i', [18649, 18650]]
['i', [18655, 18656]]
['i', [18661, 18662]]
['i', [18668, 18669]]
['i', [18725, 18726]]
['i', [18754, 18755]]
['i', [18759, 18760]]
['i', [18767, 18768]]
['i', [18823, 18824]]
['i', [18825, 18826]]
['i', [18828, 18829]]
['i', [18840, 18841]]
['i', [18851, 18852]]
['i', [18870, 18871]]
['i', [18887, 18888]]
['i', [18893, 18894]]
['i', [18895, 18896]]
['i', [18903, 18904]]
['i', [18924, 18925]]
['i', [18928, 18929]]
['i', [18938, 18939]]
['i', [18941, 18942]]
['i', [18946, 18947]]
['i', [18954, 18955]]
['i', [18968, 18969]]
['i', [18971, 18972]]
['i', [18997, 18998]]
['i', [19020, 19021]]
['i', [19030, 19031]]
['i', [19048, 19049]]
['i', [19110, 19111]]
['i', [19113, 19114]]
['i', [19134, 19135]]
['i', [19159, 19160]]
['i', [19168, 19169]]
['i', [19202, 19203]]
['i', [19223, 19224]]
['i', [19235, 19236]]
['i', [19319, 19320]]
['i', [19320, 19321]]
['i', [19326, 19327]]
['i', [19339, 19340]]
['i', [19395, 19396]]
['i', [19410, 19411]]
['i', [19420, 19421]]
['i', [19459, 19460]]
['i', [19480, 19481]]
['i', [19501, 19502]]
['i', [19503, 19504]]
['i', [19527, 19528]]
['i', [19529, 19530]]
['i', [19553, 19554]]
['i', [19597, 19598]]
['i', [19599, 19600]]
['i', [19610, 19611]]
['i', [19650, 19651]]
['i', [19653, 19654]]
['i', [19674, 19675]]
['i', [19676, 19677]]
['i', [19683, 19684]]
['i', [19705, 19706]]
['i', [19735, 19736]]
['i', [19738, 19739]]
['i', [19761, 19762]]
['i', [19781, 19782]]
['i', [19784, 19785]]
['i', [19786, 19787]]
['i', [19805, 19806]]
['i', [19814, 19815]]
['i', [19827, 19828]]
['i', [19844, 19845]]
['i', [19846, 19847]]
['i', [19856, 19857]]
['i', [19944, 19945]]
['i', [19962, 19963]]
['i', [19995, 19996]]
['i', [20044, 20045]]
['i', [20070, 20071]]
['i', [20087, 20088]]
['i', [20089, 20090]]
['i', [20091, 20092]]
['i', [20096, 20097]]
['i', [20103, 20104]]
['i', [20122, 20123]]
['i', [20127, 20128]]
['i', [20132, 20133]]
['i', [20149, 20150]]
['i', [20158, 20159]]
['i', [20167, 20168]]
['i', [20203, 20204]]
['i', [20231, 20232]]
['i', [20245, 20246]]
['i', [20269, 20270]]
['i', [20275, 20276]]
['i', [20289, 20290]]
['i', [20295, 20296]]
['i', [20302, 20303]]
['i', [20304, 20305]]
['i', [20306, 20307]]
['i', [20342, 20343]]
['i', [20347, 20348]]
['i', [20371, 20372]]
['i', [20388, 20389]]
['i', [20423, 20424]]
['i', [20425, 20426]]
['i', [20456, 20457]]
['i', [20477, 20478]]
['i', [20513, 20514]]
['i', [20524, 20525]]
['i', [20526, 20527]]
['i', [20546, 20547]]
['i', [20582, 20583]]
['i', [20594, 20595]]
['i', [20598, 20599]]
['i', [20621, 20622]]
['i', [20628, 20629]]
['i', [20652, 20653]]
['i', [20656, 20657]]
['i', [20673, 20674]]
['i', [20724, 20725]]
['i', [20735, 20736]]
['i', [20737, 20738]]
['i', [20741, 20742]]
['i', [20756, 20757]]
['i', [20788, 20789]]
['i', [20799, 20800]]
['i', [20801, 20802]]
['i', [20805, 20806]]
['i', [20820, 20821]]
['i', [20832, 20833]]
['i', [20864, 20865]]
['i', [20870, 20871]]
['i', [20874, 20875]]
['i', [20897, 20898]]
['i', [20913, 20914]]
['i', [20951, 20952]]
['i', [20967, 20968]]
['i', [20969, 20970]]
['i', [20990, 20991]]
['i', [20992, 20993]]
['i', [20994, 20995]]
['i', [21011, 21012]]
['i', [21017, 21018]]
['i', [21030, 21031]]
['i', [21044, 21045]]
['i', [21049, 21050]]
['i', [21058, 21059]]
['i', [21059, 21060]]
['i', [21060, 21061]]
['i', [21064, 21065]]
['i', [21072, 21073]]
['i', [21098, 21099]]
['i', [21104, 21105]]
['i', [21111, 21112]]
['i', [21153, 21154]]
['i', [21155, 21156]]
['i', [21197, 21198]]
['i', [21206, 21207]]
['i', [21252, 21253]]
['i', [21255, 21256]]
['i', [21275, 21276]]
['i', [21277, 21278]]
['i', [21279, 21280]]
['i', [21293, 21294]]
['i', [21296, 21297]]
['i', [21319, 21320]]
['i', [21365, 21366]]
['i', [21367, 21368]]
['i', [21380, 21381]]
['i', [21409, 21410]]
['i', [21439, 21440]]
['i', [21470, 21471]]
['i', [21472, 21473]]
['i', [21476, 21477]]
['i', [21486, 21487]]
['i', [21549, 21550]]
['i', [21602, 21603]]
['i', [21617, 21618]]
['i', [21630, 21631]]
['i', [21636, 21637]]
['i', [21649, 21650]]
['i', [21658, 21659]]
['i', [21667, 21668]]
['i', [21682, 21683]]
['i', [21684, 21685]]
['i', [21690, 21691]]
['i', [21704, 21705]]
['i', [21710, 21711]]
['i', [21745, 21746]]
['i', [21747, 21748]]
['i', [21753, 21754]]
['i', [21760, 21761]]
['i', [21773, 21774]]
['i', [21776, 21777]]
['i', [21796, 21797]]
['i', [21802, 21803]]
['i', [21805, 21806]]
['i', [21823, 21824]]
['i', [21851, 21852]]
['i', [21855, 21856]]
['i', [21866, 21867]]
['i', [21870, 21871]]
['i', [21879, 21880]]
['i', [21890, 21891]]
['i', [21897, 21898]]
['i', [21899, 21900]]
['i', [21907, 21908]]
['i', [21911, 21912]]
['i', [21915, 21916]]
['i', [21923, 21924]]
['i', [21938, 21939]]
['i', [21940, 21941]]
['i', [21943, 21944]]
['i', [21954, 21955]]
['i', [21997, 21998]]
['i', [22003, 22004]]
['i', [22009, 22010]]
['i', [22016, 22017]]
['i', [22073, 22074]]
['i', [22102, 22103]]
['i', [22107, 22108]]
['i', [22115, 22116]]
['i', [22171, 22172]]
['i', [22173, 22174]]
['i', [22176, 22177]]
['i', [22188, 22189]]
['i', [22199, 22200]]
['i', [22218, 22219]]
['i', [22235, 22236]]
['i', [22241, 22242]]
['i', [22243, 22244]]
['i', [22251, 22252]]
['i', [22272, 22273]]
['i', [22276, 22277]]
['i', [22286, 22287]]
['i', [22289, 22290]]
['i', [22294, 22295]]
['i', [22302, 22303]]
['i', [22316, 22317]]
['i', [22319, 22320]]
['i', [22345, 22346]]
['i', [22368, 22369]]
['i', [22378, 22379]]
['i', [22396, 22397]]
['i', [22458, 22459]]
['i', [22461, 22462]]
['i', [22482, 22483]]
['i', [22507, 22508]]
['i', [22516, 22517]]
['i', [22550, 22551]]
['i', [22571, 22572]]
['i', [22583, 22584]]
['i', [22667, 22668]]
['i', [22668, 22669]]
['i', [22674, 22675]]
['i', [22687, 22688]]
['i', [22743, 22744]]
['i', [22758, 22759]]
['i', [22768, 22769]]
['i', [22807, 22808]]
['i', [22828, 22829]]
['i', [22849, 22850]]
['i', [22851, 22852]]
['i', [22875, 22876]]
['i', [22877, 22878]]
['i', [22901, 22902]]
['i', [22945, 22946]]
['i', [22947, 22948]]
['i', [22958, 22959]]
['i', [22998, 22999]]
['i', [23001, 23002]]
['i', [23022, 23023]]
['i', [23024, 23025]]
['i', [23031, 23032]]
['i', [23053, 23054]]
['i', [23083, 23084]]
['i', [23086, 23087]]
['i', [23109, 23110]]
['i', [23129, 23130]]
['i', [23132, 23133]]
['i', [23134, 23135]]
['i', [23153, 23154]]
['i', [23162, 23163]]
['i', [23175, 23176]]
['i', [23192, 23193]]
['i', [23194, 23195]]
['i', [23204, 23205]]
['i', [23282, 23283]]
['i', [23298, 23299]]
['i', [23300, 23301]]
['i', [23321, 23322]]
['i', [23323, 23324]]
['i', [23325, 23326]]
['i', [23342, 23343]]
['i', [23348, 23349]]
['i', [23361, 23362]]
['i', [23375, 23376]]
['i', [23380, 23381]]
['i', [23389, 23390]]
['i', [23390, 23391]]
['i', [23391, 23392]]
['i', [23395, 23396]]
['i', [23403, 23404]]
['i', [23429, 23430]]
['i', [23435, 23436]]
['i', [23442, 23443]]
['i', [23484, 23485]]
['i', [23486, 23487]]
['i', [23528, 23529]]
['i', [23537, 23538]]
['i', [23583, 23584]]
['i', [23586, 23587]]
['i', [23606, 23607]]
['i', [23608, 23609]]
['i', [23610, 23611]]
['i', [23624, 23625]]
['i', [23627, 23628]]
['i', [23650, 23651]]
['i', [23696, 23697]]
['i', [23698, 23699]]
['i', [23711, 23712]]
['i', [23740, 23741]]
['i', [23770, 23771]]
['i', [23801, 23802]]
['i', [23803, 23804]]
['i', [23807, 23808]]
['i', [23817, 23818]]
['i', [23880, 23881]]
['i', [23933, 23934]]
['i', [23948, 23949]]
['i', [23961, 23962]]
['i', [23967, 23968]]
['i', [23980, 23981]]
['i', [23989, 23990]]
['i', [23998, 23999]]
['i', [24013, 24014]]
['i', [24015, 24016]]
['i', [24021, 24022]]
['i', [24035, 24036]]
['i', [24041, 24042]]
['i', [24076, 24077]]
['i', [24078, 24079]]
['i', [24084, 24085]]
['i', [24091, 24092]]
['i', [24104, 24105]]
['i', [24107, 24108]]
['i', [24127, 24128]]
['i', [24133, 24134]]
['i', [24136, 24137]]
['i', [24154, 24155]]
['i', [24182, 24183]]
['i', [24186, 24187]]
['i', [24197, 24198]]
['i', [24201, 24202]]
['i', [24210, 24211]]
['i', [24221, 24222]]
['i', [24228, 24229]]
['i', [24230, 24231]]
['i', [24238, 24239]]
['i', [24242, 24243]]
['i', [24246, 24247]]
['i', [24254, 24255]]
['i', [24269, 24270]]
['i', [24271, 24272]]
['i', [24274, 24275]]
['i', [24285, 24286]]
['i', [24328, 24329]]
['i', [24334, 24335]]
['i', [24340, 24341]]
['i', [24347, 24348]]
['i', [24404, 24405]]
['i', [24433, 24434]]
['i', [24438, 24439]]
['i', [24446, 24447]]
['i', [24502, 24503]]
['i', [24504, 24505]]
['i', [24507, 24508]]
['i', [24519, 24520]]
['i', [24530, 24531]]
['i', [24549, 24550]]
['i', [24566, 24567]]
['i', [24572, 24573]]
['i', [24574, 24575]]
['i', [24582, 24583]]
['i', [24603, 24604]]
['i', [24607, 24608]]
['i', [24617, 24618]]
['i', [24620, 24621]]
['i', [24625, 24626]]
['i', [24633, 24634]]
['i', [24647, 24648]]
['i', [24650, 24651]]
['i', [24676, 24677]]
['i', [24699, 24700]]
['i', [24709, 24710]]
['i', [24727, 24728]]
['i', [24789, 24790]]
['i', [24792, 24793]]
['i', [24813, 24814]]
['i', [24838, 24839]]
['i', [24847, 24848]]
['i', [24881, 24882]]
['i', [24902, 24903]]
['i', [24914, 24915]]
['i', [24998, 24999]]
['i', [24999, 25000]]
['i', [25005, 25006]]
['i', [25018, 25019]]
['i', [25074, 25075]]
['i', [25089, 25090]]
['i', [25099, 25100]]
['i', [25138, 25139]]
['i', [25159, 25160]]
['i', [25180, 25181]]
['i', [25182, 25183]]
['i', [25206, 25207]]
['i', [25208, 25209]]
['i', [25232, 25233]]
['i', [25276, 25277]]
['i', [25278, 25279]]
['i', [25289, 25290]]
['i', [25329, 25330]]
['i', [25332, 25333]]
['i', [25353, 25354]]
['i', [25355, 25356]]
['i', [25362, 25363]]
['i', [25384, 25385]]
['i', [25414, 25415]]
['i', [25417, 25418]]
['i', [25440, 25441]]
['i', [25460, 25461]]
['i', [25463, 25464]]
['i', [25465, 25466]]
['i', [25484, 25485]]
['i', [25493, 25494]]
['i', [25506, 25507]]
['i', [25523, 25524]]
['i', [25525, 25526]]
['i', [25535, 25536]]
['i', [25624, 25625]]
['i', [25642, 25643]]
['i', [25675, 25676]]
['i', [25724, 25725]]
['i', [25750, 25751]]
['i', [25767, 25768]]
['i', [25769, 25770]]
['i', [25771, 25772]]
['i', [25776, 25777]]
['i', [25783, 25784]]
['i', [25802, 25803]]
['i', [25807, 25808]]
['i', [25812, 25813]]
['i', [25829, 25830]]
['i', [25838, 25839]]
['i', [25847, 25848]]
['i', [25883, 25884]]
['i', [25911, 25912]]
['i', [25925, 25926]]
['i', [25949, 25950]]
['i', [25955, 25956]]
['i', [25969, 25970]]
['i', [25975, 25976]]
['i', [25982, 25983]]
['i', [25984, 25985]]
['i', [25986, 25987]]
['i', [26022, 26023]]
['i', [26027, 26028]]
['i', [26051, 26052]]
['i', [26068, 26069]]
['i', [26103, 26104]]
['i', [26105, 26106]]
['i', [26136, 26137]]
['i', [26157, 26158]]
['i', [26193, 26194]]
['i', [26204, 26205]]
['i', [26206, 26207]]
['i', [26226, 26227]]
['i', [26262, 26263]]
['i', [26274, 26275]]
['i', [26278, 26279]]
['i', [26301, 26302]]
['i', [26308, 26309]]
['i', [26332, 26333]]
['i', [26336, 26337]]
['i', [26353, 26354]]
['i', [26404, 26405]]
['i', [26415, 26416]]
['i', [26417, 26418]]
['i', [26421, 26422]]
['i', [26436, 26437]]
['i', [26468, 26469]]
['i', [26479, 26480]]
['i', [26481, 26482]]
['i', [26485, 26486]]
['i', [26500, 26501]]
['i', [26512, 26513]]
['i', [26544, 26545]]
['i', [26550, 26551]]
['i', [26554, 26555]]
['i', [26577, 26578]]
['i', [26593, 26594]]
['i', [26642, 26643]]
['i', [26660, 26661]]
['i', [26693, 26694]]
['i', [26742, 26743]]
['i', [26768, 26769]]
['i', [26785, 26786]]
['i', [26787, 26788]]
['i', [26789, 26790]]
['i', [26794, 26795]]
['i', [26801, 26802]]
['i', [26820, 26821]]
['i', [26825, 26826]]
['i', [26830, 26831]]
['i', [26847, 26848]]
['i', [26856, 26857]]
['i', [26865, 26866]]
['i', [26901, 26902]]
['i', [26929, 26930]]
['i', [26943, 26944]]
['i', [26967, 26968]]
['i', [26973, 26974]]
['i', [26987, 26988]]
['i', [26993, 26994]]
['i', [27000, 27001]]
['i', [27002, 27003]]
['i', [27004, 27005]]
['i', [27040, 27041]]
['i', [27045, 27046]]
['i', [27069, 27070]]
['i', [27086, 27087]]
['i', [27121, 27122]]
['i', [27123, 27124]]
['i', [27154, 27155]]
['i', [27175, 27176]]
['i', [27211, 27212]]
['i', [27222, 27223]]
['i', [27224, 27225]]
['i', [27244, 27245]]
['i', [27280, 27281]]
['i', [27292, 27293]]
['i', [27296, 27297]]
['i', [27319, 27320]]
['i', [27326, 27327]]
['i', [27350, 27351]]
['i', [27354, 27355]]
['i', [27371, 27372]]
['i', [27422, 27423]]
['i', [27433, 27434]]
['i', [27435, 27436]]
['i', [27439, 27440]]
['i', [27454, 27455]]
['i', [27486, 27487]]
['i', [27497, 27498]]
['i', [27499, 27500]]
['i', [27503, 27504]]
['i', [27518, 27519]]
['i', [27530, 27531]]
['i', [27562, 27563]]
['i', [27568, 27569]]
['i', [27572, 27573]]
['i', [27595, 27596]]
['i', [27611, 27612]]
['i', [27644, 27645]]
['i', [27650, 27651]]
['i', [27654, 27655]]
['i', [27681, 27682]]
['i', [27727, 27728]]
['i', [27734, 27735]]
['i', [27748, 27749]]
['i', [27760, 27761]]
['i', [27776, 27777]]
['i', [27782, 27783]]
['i', [27798, 27799]]
['i', [27805, 27806]]
['i', [27815, 27816]]
['i', [27819, 27820]]
['i', [27824, 27825]]
['i', [27831, 27832]]
['i', [27838, 27839]]
['i', [27849, 27850]]
['i', [27864, 27865]]
['i', [27868, 27869]]
['i', [27884, 27885]]
['i', [27913, 27914]]
['i', [27925, 27926]]
['i', [27929, 27930]]
['i', [27945, 27946]]
['i', [27982, 27983]]
['i', [27989, 27990]]
['i', [28012, 28013]]
['i', [28014, 28015]]
['i', [28024, 28025]]
['i', [28041, 28042]]
['i', [28055, 28056]]
['i', [28057, 28058]]
['i', [28096, 28097]]
['i', [28172, 28173]]
['i', [28177, 28178]]
['i', [28183, 28184]]
['i', [28189, 28190]]
['i', [28191, 28192]]
['i', [28226, 28227]]
['i', [28244, 28245]]
['i', [28282, 28283]]
['i', [28291, 28292]]
['i', [28310, 28311]]
['i', [28317, 28318]]
['i', [28322, 28323]]
['i', [28327, 28328]]
['i', [28371, 28372]]
['i', [28387, 28388]]
['i', [28410, 28411]]
['i', [28429, 28430]]
['i', [28437, 28438]]
['i', [28440, 28441]]
['i', [28442, 28443]]
['i', [28451, 28452]]
['i', [28453, 28454]]
['i', [28458, 28459]]
['i', [28478, 28479]]
['i', [28479, 28480]]
['i', [28480, 28481]]
['i', [28485, 28486]]
['i', [28487, 28488]]
['i', [28500, 28501]]
['i', [28513, 28514]]
['i', [28528, 28529]]
['i', [28546, 28547]]
['i', [28549, 28550]]
['i', [28558, 28559]]
['i', [28564, 28565]]
['i', [28584, 28585]]
['i', [28599, 28600]]
['i', [28606, 28607]]
['i', [28609, 28610]]
['i', [28635, 28636]]
['i', [28660, 28661]]
['i', [28662, 28663]]
['i', [28672, 28673]]
['i', [28678, 28679]]
['i', [28697, 28698]]
['i', [28703, 28704]]
['i', [28705, 28706]]
['i', [28710, 28711]]
['i', [28730, 28731]]
['i', [28734, 28735]]
['i', [28736, 28737]]
['i', [28746, 28747]]
['i', [28761, 28762]]
['i', [28763, 28764]]
['i', [28789, 28790]]
['i', [28795, 28796]]
['i', [28799, 28800]]
['i', [28803, 28804]]
['i', [28808, 28809]]
['i', [28815, 28816]]
['i', [28853, 28854]]
['i', [28860, 28861]]
['i', [28877, 28878]]
['i', [28883, 28884]]
['i', [28899, 28900]]
['i', [28927, 28928]]
['i', [28931, 28932]]
['i', [28953, 28954]]
['i', [28962, 28963]]
